Register_Number,Department,Program,Program_Full_Name,Program_Level,Year_of_Study,Semester,Academic_Year,Subject,Marks_100,Grade,Attendance_Percent,Result,Subject_Avg_Marks,Marks_vs_SubjectAvg
2549054,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,18.5,F,73,Fail,56,-37.5
2549055,Physics,MSc,M.Sc. Physics,PG,1,2,2025-26,Statistical Mechanics,93.1,O,70.2,Pass,56,37.1
2447001,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,52.8,B,97.2,Pass,62.5,-9.7
2447002,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,72.4,A,78.7,Pass,62.5,9.9
2447003,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,81.7,A+,67,Pass,62.5,19.2
2447004,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,36.6,F,66.6,Fail,62.5,-25.9
2447005,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,65.3,B+,73.7,Pass,62.5,2.8
2447006,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,84.2,A+,94,Pass,62.5,21.7
2447007,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,89.9,A+,65.1,Pass,62.5,27.4
2447008,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,25.6,F,80.7,Fail,62.5,-36.9
2447009,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,63.2,B+,72.7,Pass,62.5,0.7
2447010,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,66.2,B+,80.4,Pass,62.5,3.7
2447011,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,64.3,B+,77.6,Pass,62.5,1.8
2447012,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,85.1,A+,96.8,Pass,62.5,22.6
2447013,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,89,A+,90.6,Pass,62.5,26.5
2447014,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,55.1,B,97.1,Pass,62.5,-7.4
2447015,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,49.7,C,67.6,Pass,62.5,-12.8
2447016,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,95,O,62.5,Pass,62.5,32.5
2447017,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,90,O,76.5,Pass,62.5,27.5
2447018,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,74.8,A,62.2,Pass,62.5,12.3
2447019,Physics,PC,B.Sc. Physics Core,UG,2,4,2025-26,Thermodynamics,86.7,A+,62.6,Pass,62.5,24.2
2448001,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,91,B,85.2,Pass,62.5,28.5
2448002,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,28.2,F,74.4,Fail,62.5,-34.3
2448003,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,39.9,F,91.7,Fail,62.5,-22.6
2448004,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,59.6,B,89.1,Pass,62.5,-2.9
2448005,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,75.3,A,89.2,Pass,62.5,12.8
2448006,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,71.7,A,70.3,Pass,62.5,9.2
2448007,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,78.7,A,96.8,Pass,62.5,16.2
2448008,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,94.6,O,85.9,Pass,62.5,32.1
2448009,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,42.4,C,72,Pass,62.5,-20.1
2448010,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,31.6,F,65.5,Fail,62.5,-30.9
2448011,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,35.8,F,92,Fail,62.5,-26.7
2448012,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,71.1,A,91.7,Pass,62.5,8.6
2448013,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,21.2,F,72.4,Fail,62.5,-41.3
2448014,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,24.9,F,93.2,Fail,62.5,-37.6
2448015,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,29,F,93.6,Fail,62.5,-33.5
2448016,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,82.2,A+,79.2,Pass,62.5,19.7
2448017,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,75.6,A,68.4,Pass,62.5,13.1
2448018,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,52.2,B,84.5,Pass,62.5,-10.3
2448019,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,89.3,A+,70.3,Pass,62.5,26.8
2448020,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,71.9,A,89.4,Pass,62.5,9.4
2448021,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,80.6,A+,77.1,Pass,62.5,18.1
2448022,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,85.4,A+,87.4,Pass,62.5,22.9
2448023,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,94.3,O,67.4,Pass,62.5,31.8
2448024,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,57.6,B,88.6,Pass,62.5,-4.9
2448025,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,75.2,A,90.8,Pass,62.5,12.7
2448026,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,57.2,B,95.4,Pass,62.5,-5.3
2448027,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,86,A+,87.3,Pass,62.5,23.5
2448028,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,76.5,A,90.5,Pass,62.5,14
2448029,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,40.4,C,96.3,Pass,62.5,-22.1
2448030,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,81.2,A+,66.3,Pass,62.5,18.7
2448031,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,84.4,A+,84.9,Pass,62.5,21.9
2448032,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,89.9,O,64.8,Pass,62.5,27.4
2448033,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,46,C,73.7,Pass,62.5,-16.5
2448034,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,36.8,F,68.3,Fail,62.5,-25.7
2448035,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,71.4,A,73.8,Pass,62.5,8.9
2448036,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,85.8,A+,73.8,Pass,62.5,23.3
2448037,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,44.7,C,71,Pass,62.5,-17.8
2448038,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,31.9,F,93.3,Fail,62.5,-30.6
2448039,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,72.6,A,97.1,Pass,62.5,10.1
2448040,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,81.8,A+,95.3,Pass,62.5,19.3
2448041,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,41.4,C,92.7,Pass,62.5,-21.1
2448042,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,37.5,F,69.1,Fail,62.5,-25
2448043,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,28.4,F,93.7,Fail,62.5,-34.1
2448044,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,33.1,F,97.5,Fail,62.5,-29.4
2448045,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,61,B+,79.9,Pass,62.5,-1.5
2448046,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,63.7,B+,70.2,Pass,62.5,1.2
2448047,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,55.5,B,92.3,Pass,62.5,-7
2448048,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,48.3,C,72.4,Pass,62.5,-14.2
2448049,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,75.3,F,61.9,Fail,62.5,12.8
2448050,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,70.6,A,84.1,Pass,62.5,8.1
2448051,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,33.6,F,64,Fail,62.5,-28.9
2448052,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,48.5,C,70.1,Pass,62.5,-14
2448053,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,36.1,F,61.5,Fail,62.5,-26.4
2448054,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,60.3,B+,98.3,Pass,62.5,-2.2
2448055,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,93.7,O,64.7,Pass,62.5,31.2
2448056,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,31.4,F,67.3,Fail,62.5,-31.1
2448057,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,91.4,O,78,Pass,62.5,28.9
2448058,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,39.3,F,88.4,Fail,62.5,-23.2
2448059,Physics,PMa,B.Sc. Physics & Mathematics,UG,2,4,2025-26,Thermodynamics,52.7,B,91.1,Pass,62.5,-9.8
2547001,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,32.9,F,72.6,Fail,56.3,-23.4
2547002,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,84.2,A+,62.7,Pass,56.3,27.9
2547003,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,47.7,C,75.5,Pass,56.3,-8.6
2547004,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,16.4,F,82.7,Fail,56.3,-39.9
2547005,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,82,A+,82.8,Pass,56.3,25.7
2547006,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,36,F,88.4,Fail,56.3,-20.3
2547007,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,49.3,C,89.8,Pass,56.3,-7
2547008,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,32.1,F,96.8,Fail,56.3,-24.2
2547009,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,39.4,F,75,Fail,56.3,-16.9
2547010,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,58.5,B,75.2,Pass,56.3,2.2
2547011,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,93.1,O,76.2,Pass,56.3,36.8
2547012,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,53.1,B,83,Pass,56.3,-3.2
2547013,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,81,A+,86.4,Pass,56.3,24.7
2547014,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,39,F,84.7,Fail,56.3,-17.3
2547015,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,38.1,F,61,Fail,56.3,-18.2
2547016,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,33.8,F,98.7,Fail,56.3,-22.5
2547017,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,38,F,60.9,Fail,56.3,-18.3
2547018,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,39.4,F,87.2,Fail,56.3,-16.9
2547019,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,82.8,A+,91.6,Pass,56.3,26.5
2547020,Physics,PC,B.Sc. Physics Core,UG,1,2,2025-26,Waves and Optics,45.6,C,61.1,Pass,56.3,-10.7
2548001,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,37.6,F,79,Fail,56.3,-18.7
2548002,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,76.5,A,60.1,Pass,56.3,20.2
2548003,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,17.4,F,75.3,Fail,56.3,-38.9
2548004,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,53.4,B,96.5,Pass,56.3,-2.9
2548005,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,31.4,F,84.6,Fail,56.3,-24.9
2548006,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,51.4,B,85.1,Pass,56.3,-4.9
2548007,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,39.4,F,70.1,Fail,56.3,-16.9
2548008,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,37.5,F,79.4,Fail,56.3,-18.8
2548009,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,79,A,63.6,Pass,56.3,22.7
2548010,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,62.2,B+,74.7,Pass,56.3,5.9
2548011,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,85.7,A+,70.6,Pass,56.3,29.4
2548012,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,91,O,94.9,Pass,56.3,34.7
2548013,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,92,O,69.7,Pass,56.3,35.7
2548014,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,71.9,A,77.8,Pass,56.3,15.6
2548015,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,67.6,B+,84.8,Pass,56.3,11.3
2548016,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,88.1,A+,60.4,Pass,56.3,31.8
2548017,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,73.9,A,97.5,Pass,56.3,17.6
2548018,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,41.5,C,96.1,Pass,56.3,-14.8
2548019,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,43.1,C,68,Pass,56.3,-13.2
2548020,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,92.5,O,79.3,Pass,56.3,36.2
2548021,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,88.1,A+,98,Pass,56.3,31.8
2548022,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,53.7,B,72.8,Pass,56.3,-2.6
2548023,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,93.6,O,60.1,Pass,56.3,37.3
2548024,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,41.1,C,92.1,Pass,56.3,-15.2
2548025,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,45.5,C,91.7,Pass,56.3,-10.8
2548026,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,49.5,C,70.6,Pass,56.3,-6.8
2548027,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,60.3,B+,95.7,Pass,56.3,4
2548028,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,82.6,A+,69.8,Pass,56.3,26.3
2548029,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,33.4,F,83.7,Fail,56.3,-22.9
2548030,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,88.1,A+,62.5,Pass,56.3,31.8
2548031,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,56.3,B,63.8,Pass,56.3,0
2548032,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,66.5,B+,93,Pass,56.3,10.2
2548033,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,50.2,B,69.6,Pass,56.3,-6.1
2548034,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,60.3,B+,69,Pass,56.3,4
2548035,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,67.7,B+,61.6,Pass,56.3,11.4
2548036,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,68.5,B+,77.5,Pass,56.3,12.2
2548037,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,22.9,F,65.5,Fail,56.3,-33.4
2548038,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,54.9,B,72.2,Pass,56.3,-1.4
2548039,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,92.8,O,66.4,Pass,56.3,36.5
2548040,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,77.5,A,76.2,Pass,56.3,21.2
2548041,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,28.2,F,76.5,Fail,56.3,-28.1
2548042,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,47.3,C,63.5,Pass,56.3,-9
2548043,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,92.1,O,79.1,Pass,56.3,35.8
2548044,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,81.4,A+,75.1,Pass,56.3,25.1
2548045,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,54.1,B,92.3,Pass,56.3,-2.2
2548046,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,36,F,95,Fail,56.3,-20.3
2548047,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,58.4,B,71.9,Pass,56.3,2.1
2548048,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,40.2,C,79.1,Pass,56.3,-16.1
2548049,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,33.6,F,76.8,Fail,56.3,-22.7
2548050,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,86.3,A+,62.1,Pass,56.3,30
2548051,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,39.2,F,67.6,Fail,56.3,-17.1
2548052,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,37.8,F,89.5,Fail,56.3,-18.5
2548053,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,39,F,70.3,Fail,56.3,-17.3
2548054,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,52.5,B,66.6,Pass,56.3,-3.8
2548055,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,82.2,A+,94.4,Pass,56.3,25.9
2548056,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,31.3,F,74,Fail,56.3,-25
2548057,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,38.2,F,98.4,Fail,56.3,-18.1
2548058,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,52.1,B,94.9,Pass,56.3,-4.2
2548059,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,37.2,F,82.8,Fail,56.3,-19.1
2548060,Physics,PMa,B.Sc. Physics & Mathematics,UG,1,2,2025-26,Waves and Optics,30.5,F,63.7,Fail,56.3,-25.8
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
